customer_id,age,sex,employment_type,employment_years,monthly_income,cibil_score,past_loans,on_time_payments,late_payments,defaults,existing_loans,existing_emi,credit_utilization,dti_ratio,bank_balance,savings_balance,new_loan_amount,loan_duration_months,loan_purpose,identity_verified,address_verified,employment_verified,background_verified,collateral_available,credit_risk
CUST101402,38,female,salaried,8.6,80800,671,5,97,8,0,1,23900.0,0.566,0.487,157000.0,133100.0,555200,36,business,0,1,1,1,0,0
CUST101403,60,male,business,1.0,91600,634,3,64,5,0,1,19100.0,0.498,0.308,95100.0,41900.0,219100,24,home_improvement,1,1,1,1,1,0
CUST101404,21,male,self_employed,7.7,72400,653,3,55,8,0,1,21300.0,0.237,0.383,405000.0,215500.0,307800,48,medical,1,1,1,1,1,0
CUST101405,62,female,business,11.1,97600,714,1,13,0,0,4,11800.0,0.333,0.132,337800.0,144200.0,62500,60,personal,1,1,1,1,0,1
CUST101406,63,female,salaried,1.3,47200,639,3,54,3,0,3,8000.0,0.718,0.272,97100.0,69800.0,232000,48,business,1,1,1,1,0,0
CUST101407,58,male,salaried,5.8,38300,674,0,0,0,0,1,9800.0,0.211,0.354,145200.0,81500.0,135200,36,vehicle,1,1,1,1,1,0
CUST101408,42,male,self_employed,8.9,39900,716,4,77,3,0,1,17600.0,0.239,0.858,271800.0,217800.0,199400,12,vehicle,1,1,1,1,0,0
CUST101409,51,female,contract,9.9,87200,704,1,14,0,0,1,3100.0,0.254,0.071,411600.0,334900.0,187200,60,personal,1,1,1,1,1,1
CUST101410,34,female,salaried,5.9,42700,682,1,19,0,0,2,10400.0,0.409,0.285,208800.0,141600.0,42400,24,home,1,1,1,1,0,0
CUST101411,29,female,salaried,2.4,21600,680,1,19,0,0,2,6300.0,0.315,0.541,63400.0,38300.0,194100,36,business,1,1,1,1,1,0
CUST101412,32,female,salaried,10.9,61800,696,4,38,2,0,2,15900.0,0.278,0.303,319600.0,65800.0,134500,48,medical,1,1,1,0,1,0
CUST101413,61,male,salaried,3.8,49900,641,2,40,0,0,1,10000.0,0.108,0.246,272600.0,169300.0,136000,60,personal,1,1,1,1,0,0
CUST101414,38,male,salaried,12.7,49600,655,3,43,2,0,1,14800.0,0.255,0.35,156200.0,46800.0,91800,36,vehicle,1,1,1,1,0,0
CUST101415,53,female,salaried,8.2,109500,638,4,69,3,0,2,12800.0,0.557,0.184,96300.0,49200.0,176200,24,vehicle,1,1,1,1,0,1
CUST101416,47,male,self_employed,0.8,48300,618,2,34,2,0,1,10700.0,0.209,0.484,221500.0,184800.0,152200,12,personal,1,1,1,1,1,0
CUST101417,65,male,business,12.5,58900,757,2,20,0,0,1,12700.0,0.29,0.297,290000.0,134500.0,230200,48,home_improvement,1,1,1,1,0,1
CUST101418,44,female,self_employed,5.5,61900,702,4,73,3,0,2,20700.0,0.422,0.434,423900.0,240400.0,221000,36,home_improvement,1,1,1,1,1,1
CUST101419,40,female,salaried,2.2,103700,697,3,36,0,0,0,31300.0,0.33,0.38,650100.0,486200.0,290000,36,vehicle,1,1,1,1,0,1
CUST101420,38,female,self_employed,7.9,57000,695,2,30,2,0,2,6800.0,0.299,0.167,95500.0,28800.0,97900,36,home,1,1,1,1,1,1
CUST101421,51,male,contract,2.7,32000,684,7,132,8,0,2,2200.0,0.779,0.139,84900.0,52600.0,107600,48,vehicle,1,1,1,1,1,0
CUST101422,24,female,self_employed,11.5,79100,748,1,16,0,0,3,29700.0,0.654,0.563,170200.0,82500.0,356600,24,personal,1,0,1,1,1,1
CUST101423,64,male,salaried,5.1,55800,668,2,38,0,0,0,18300.0,0.641,0.498,98100.0,69700.0,342400,36,consumer,1,1,1,1,1,0
CUST101424,65,female,self_employed,6.6,54400,708,3,35,1,0,4,6900.0,0.28,0.217,310100.0,154700.0,117700,24,education,1,1,1,1,0,0
CUST101425,25,female,business,7.7,59900,699,3,71,1,0,3,12900.0,0.524,0.308,293400.0,188800.0,265600,48,personal,1,1,1,1,0,0
CUST101426,21,male,salaried,12.3,45500,720,4,40,0,0,0,6600.0,0.39,0.52,270900.0,192600.0,307000,18,business,1,1,1,1,0,1
CUST101427,60,male,salaried,7.3,82200,674,4,41,3,0,1,30400.0,0.276,0.387,118800.0,40600.0,102000,72,vehicle,1,1,1,0,0,0
CUST101428,62,female,salaried,3.0,39600,660,2,44,4,0,2,7600.0,0.273,0.434,124000.0,109200.0,229700,24,personal,1,1,0,1,1,0
CUST101429,41,female,business,10.6,57700,702,3,65,1,0,2,2000.0,0.561,0.157,283000.0,161700.0,337800,48,home,1,1,1,1,1,0
CUST101430,22,male,self_employed,5.2,45500,672,3,30,0,0,1,15400.0,0.142,0.434,49800.0,,260200,60,vehicle,1,1,1,1,1,1
CUST101431,25,male,salaried,1.8,38700,686,0,0,0,0,1,16000.0,0.078,0.469,176000.0,124500.0,103800,48,personal,1,1,1,1,0,0
CUST101432,43,male,salaried,10.2,69600,795,2,24,0,0,1,3000.0,0.286,0.192,215900.0,64100.0,249500,24,vehicle,1,1,0,1,0,1
CUST101433,63,female,contract,9.6,43200,675,2,44,2,0,1,7900.0,0.492,0.745,157400.0,98600.0,291200,12,home,1,1,1,1,1,0
CUST101434,56,male,business,17.0,33100,697,4,89,7,0,0,10900.0,0.219,0.404,102000.0,30500.0,89300,36,business,1,1,1,1,1,1
CUST101435,22,male,self_employed,4.4,24400,646,3,32,1,1,1,7500.0,0.338,0.571,113400.0,57400.0,154200,24,home,1,1,1,1,1,0
CUST101436,50,male,salaried,6.3,96200,681,1,12,0,0,0,13200.0,0.663,0.197,130400.0,31400.0,137200,24,consumer,1,1,1,1,0,0
CUST101437,57,male,salaried,7.8,42600,756,1,10,1,0,1,12600.0,0.205,0.456,294900.0,168200.0,245000,36,consumer,1,1,1,1,0,1
CUST101438,52,male,salaried,9.9,43900,684,2,33,3,0,6,19600.0,0.528,0.886,180200.0,66600.0,231300,12,personal,1,1,0,1,0,0
CUST101439,40,male,salaried,14.0,72200,710,3,30,0,0,1,14500.0,0.258,0.286,296500.0,264900.0,445200,72,vehicle,1,1,1,1,1,1
CUST101440,25,male,salaried,7.9,53000,589,1,11,2,0,0,9600.0,0.378,0.22,92000.0,29900.0,74900,36,home,1,1,1,1,1,0
CUST101441,53,female,business,3.5,28300,616,3,34,2,0,2,9500.0,0.785,0.346,48000.0,20200.0,20000,72,consumer,1,1,1,1,0,0
CUST101442,59,female,salaried,9.8,49100,752,4,59,1,0,3,20300.0,0.599,0.491,58300.0,45900.0,274400,72,personal,1,1,1,1,0,0
CUST101443,45,female,salaried,2.0,19200,696,4,70,2,0,0,1600.0,0.266,0.16,60700.0,40500.0,88800,60,home_improvement,1,1,1,1,0,0
CUST101444,50,male,salaried,14.7,52300,745,2,30,2,0,2,15900.0,0.301,0.621,96800.0,83000.0,199100,12,personal,1,1,1,1,0,1
CUST101445,25,female,salaried,13.8,39200,787,4,48,0,0,2,6600.0,0.589,0.765,103900.0,42200.0,280600,12,home,1,1,1,1,1,1
CUST101446,63,male,business,1.8,119100,728,2,18,2,0,1,23900.0,0.234,0.235,283700.0,76500.0,97600,24,personal,1,1,1,1,1,1
CUST101447,37,male,salaried,6.1,47200,717,0,0,0,0,0,18000.0,0.139,0.431,230500.0,68900.0,139200,60,home_improvement,1,1,1,1,1,1
CUST101448,65,female,salaried,4.3,23700,662,2,31,5,0,1,6000.0,0.581,0.34,80900.0,37000.0,49200,24,business,1,1,1,1,0,0
CUST101449,27,female,salaried,19.2,45000,772,3,33,0,0,1,14000.0,0.231,0.389,315100.0,155300.0,210500,60,medical,1,1,1,1,1,1
CUST101450,54,female,salaried,2.6,64300,651,4,42,2,0,1,10400.0,0.742,0.268,297500.0,232800.0,164100,24,personal,1,1,1,1,1,0
CUST101451,54,male,self_employed,10.1,42200,805,6,90,0,0,0,1000.0,0.312,0.111,79400.0,70100.0,219800,60,personal,1,1,1,1,1,1
CUST101452,57,male,business,18.9,79800,755,5,54,1,0,3,13400.0,0.757,0.375,141800.0,81300.0,395700,24,home,1,1,1,1,1,1
CUST101453,33,female,salaried,13.5,53200,722,4,88,4,0,1,2700.0,0.437,0.194,256700.0,168300.0,273500,36,home,1,1,1,1,1,1
CUST101454,64,male,salaried,8.9,98600,744,1,20,0,0,1,20300.0,0.806,0.292,408800.0,89600.0,204900,24,business,1,1,1,1,0,1
CUST101455,39,female,salaried,2.5,35400,641,2,35,3,0,4,11200.0,0.562,0.676,159700.0,109000.0,305400,24,home,1,1,1,1,0,0
CUST101456,53,female,salaried,4.5,24700,655,3,43,5,0,2,4000.0,0.162,0.676,143200.0,81500.0,152300,12,vehicle,1,1,1,1,0,0
CUST101457,24,female,self_employed,3.8,70000,654,1,12,2,0,1,11800.0,0.754,0.334,293700.0,206400.0,138600,12,personal,1,1,1,1,0,0
CUST101458,48,female,salaried,4.8,47500,688,1,21,0,0,1,6900.0,0.433,1.141,334700.0,214500.0,283800,6,personal,1,1,1,1,1,0
CUST101459,32,female,self_employed,6.1,122600,693,2,20,0,0,0,39300.0,0.516,0.4,219700.0,177100.0,584200,60,personal,1,1,1,1,0,1
CUST101460,44,female,salaried,12.0,34400,646,2,38,2,1,1,3900.0,0.353,0.423,222400.0,174500.0,192000,18,personal,1,1,1,1,1,0
CUST101461,54,male,self_employed,4.6,119100,704,2,44,0,0,2,25900.0,0.197,0.456,844200.0,542400.0,681500,24,medical,1,1,1,1,0,1
CUST101462,44,female,business,10.3,61000,616,0,0,0,0,4,12900.0,0.759,0.308,386800.0,111100.0,212500,36,personal,0,1,1,1,0,0
CUST101463,24,male,self_employed,7.7,76600,727,5,76,4,0,2,25800.0,0.36,0.43,546400.0,195100.0,344200,48,consumer,1,1,0,1,0,1
CUST101464,49,female,salaried,12.0,58700,720,8,169,15,0,1,10400.0,0.353,0.243,9000.0,5500.0,92700,24,medical,1,1,1,1,1,1
CUST101465,37,female,salaried,2.6,97800,751,1,23,0,0,0,15600.0,0.519,0.234,178400.0,123600.0,435600,60,business,1,1,1,1,1,1
CUST101466,49,female,salaried,3.1,23300,658,1,11,1,0,1,800.0,0.1,0.156,117800.0,91100.0,34000,12,business,1,1,1,1,1,0
CUST101467,51,male,salaried,8.7,105800,720,4,66,2,0,2,14200.0,0.314,0.407,51300.0,29100.0,693100,24,home_improvement,1,1,1,1,0,1
CUST101468,21,male,self_employed,7.9,54800,674,3,35,4,0,1,9500.0,0.33,0.238,144500.0,53000.0,170500,48,vehicle,1,1,1,1,0,0
CUST101469,33,male,salaried,7.6,85700,762,2,44,2,0,3,29300.0,0.589,0.54,568100.0,125400.0,408200,24,consumer,1,1,1,1,0,1
CUST101470,27,female,salaried,8.6,65600,724,3,54,3,0,0,10700.0,0.235,0.34,390700.0,222300.0,139600,12,home,1,1,1,1,0,1
CUST101471,52,female,salaried,4.1,140200,760,4,48,0,0,3,33700.0,0.446,0.36,890900.0,199200.0,605400,36,education,1,1,1,1,1,1
CUST101472,39,male,salaried,9.7,82400,642,3,36,6,0,1,4700.0,0.478,0.185,82500.0,51400.0,190000,18,home,1,1,1,1,1,0
CUST101473,25,male,salaried,3.4,92400,692,3,56,4,1,0,5800.0,0.444,0.136,344600.0,79600.0,242000,36,personal,1,1,1,1,0,0
CUST101474,33,male,self_employed,14.0,89300,720,3,55,2,0,0,24700.0,0.168,0.324,133200.0,114300.0,204200,48,consumer,1,1,1,1,0,1
CUST101475,64,female,salaried,6.5,68100,625,6,112,8,0,2,18800.0,0.365,0.391,100600.0,55800.0,375600,48,personal,1,1,1,1,1,0
CUST101476,51,female,contract,7.7,126100,697,1,17,1,0,0,36400.0,0.044,0.348,213300.0,47200.0,446400,60,business,1,1,1,1,1,1
CUST101477,38,male,self_employed,7.6,48000,719,3,35,1,0,2,17400.0,0.308,0.422,213600.0,,102400,36,education,1,1,1,1,0,1
CUST101478,65,male,salaried,5.1,87800,665,5,112,8,0,1,6200.0,0.462,0.209,578900.0,257200.0,585300,48,education,1,1,1,1,1,0
CUST101479,51,male,salaried,20.1,79700,711,4,40,0,0,0,16800.0,0.136,0.318,263900.0,,307700,36,personal,1,1,1,1,0,1
CUST101480,32,female,business,,85800,721,1,14,0,0,3,6800.0,0.486,0.399,142900.0,29700.0,329700,12,vehicle,1,1,1,1,0,1
CUST101481,28,male,contract,6.1,58300,662,2,41,3,0,2,7700.0,0.379,0.24,352100.0,84100.0,226200,36,education,1,1,1,1,1,0
CUST101482,57,male,self_employed,14.6,34700,736,1,18,0,0,4,5000.0,0.461,0.154,176500.0,140300.0,20000,60,education,1,1,1,1,1,1
CUST101483,34,male,contract,9.7,38300,685,3,62,4,0,1,11700.0,0.232,0.444,79000.0,16600.0,190800,36,personal,1,1,1,1,1,1
CUST101484,37,female,self_employed,0.9,70000,725,4,93,3,0,2,8300.0,0.711,0.311,191600.0,39200.0,485900,36,vehicle,1,0,1,1,1,0
CUST101485,32,female,salaried,13.1,50100,672,1,20,2,0,1,7800.0,0.199,0.264,101200.0,25200.0,195700,36,personal,1,1,1,1,0,1
CUST101486,53,male,salaried,13.9,70300,615,2,44,4,0,0,10100.0,0.405,0.31,463400.0,120700.0,280700,24,personal,1,1,0,1,0,0
CUST101487,27,female,salaried,5.9,18900,741,5,87,3,0,2,1100.0,0.409,0.306,103800.0,69000.0,112300,24,home_improvement,1,1,1,1,0,1
CUST101488,24,male,self_employed,6.4,36100,740,2,39,1,0,3,9000.0,0.708,0.375,201200.0,83300.0,218500,48,business,1,1,1,1,0,0
CUST101489,47,female,self_employed,11.8,42900,789,1,19,0,0,2,6500.0,0.469,0.51,259000.0,128400.0,276500,18,consumer,1,1,0,1,0,1
CUST101490,49,female,contract,4.1,70800,671,3,61,8,1,2,12000.0,0.346,0.203,72500.0,37900.0,85600,36,business,1,1,1,0,0,0
CUST101491,49,male,contract,4.2,79900,745,2,37,1,0,2,20800.0,0.457,0.298,82400.0,22700.0,181800,60,medical,1,1,1,1,0,1
CUST101492,44,male,salaried,21.1,22400,667,1,19,0,0,0,2400.0,0.071,0.139,81500.0,,50600,72,personal,1,1,1,1,1,1
CUST101493,32,male,salaried,8.7,47200,642,1,16,2,0,1,18200.0,0.585,0.718,144900.0,119100.0,376300,24,medical,1,1,1,1,1,0
CUST101494,58,female,business,5.1,66500,659,1,16,1,0,2,20700.0,0.401,0.357,408100.0,295200.0,108900,36,personal,1,1,0,1,1,0
CUST101495,65,male,self_employed,7.8,62900,682,4,92,4,0,2,26200.0,0.481,0.489,50900.0,41100.0,217300,48,personal,1,1,1,1,1,0
CUST101496,26,female,salaried,8.7,58200,718,2,30,0,0,0,15400.0,0.33,0.388,412900.0,157300.0,172100,24,education,1,0,1,1,0,1
CUST101497,34,female,salaried,4.1,15900,735,1,22,1,0,1,4400.0,0.196,0.539,74100.0,51000.0,150300,36,personal,1,1,1,0,0,0
CUST101498,44,female,business,4.7,66100,675,1,24,0,0,2,8800.0,0.237,0.181,476600.0,303300.0,114100,36,personal,1,1,1,1,0,1
CUST101499,39,male,salaried,2.9,61600,712,4,56,0,0,0,11000.0,0.6,0.193,368000.0,270900.0,52700,60,business,1,1,0,1,1,1
CUST101500,59,female,contract,8.1,74800,666,3,43,2,0,0,26800.0,0.507,0.41,65700.0,19500.0,138000,36,vehicle,1,1,1,1,0,0
CUST101501,64,female,self_employed,4.7,49400,655,3,35,1,0,1,12500.0,0.163,0.361,162300.0,62500.0,191600,36,medical,1,1,0,1,0,0
CUST101502,52,female,salaried,5.8,40500,687,3,39,3,0,4,7000.0,0.386,0.386,65000.0,54700.0,51800,6,home,1,1,1,1,1,0
CUST101503,38,male,salaried,13.1,188600,761,3,29,1,0,1,70600.0,0.307,0.437,1218700.0,621800.0,704500,60,vehicle,1,1,1,0,0,1
CUST101504,28,female,salaried,6.6,57000,706,2,23,1,0,3,11700.0,0.753,0.649,241800.0,210100.0,303600,12,personal,1,1,0,1,1,0
CUST101505,54,male,salaried,5.2,22800,650,1,14,0,0,3,9100.0,0.202,0.51,108000.0,71900.0,181400,72,home,1,1,1,1,1,0
CUST101506,59,male,salaried,11.8,79000,729,2,32,2,0,1,25700.0,0.234,0.789,565500.0,159700.0,219900,6,education,1,1,1,1,0,1
CUST101507,64,male,salaried,8.6,49500,625,6,127,17,0,0,10300.0,0.26,0.326,174600.0,60400.0,210300,36,education,1,1,1,1,1,0
CUST101508,31,female,salaried,4.5,49200,733,0,0,0,0,1,16200.0,0.154,0.453,147800.0,113900.0,292800,48,home,1,1,1,1,1,0
CUST101509,49,female,salaried,4.7,71200,720,2,30,2,0,2,17100.0,0.466,0.394,131200.0,67500.0,394900,36,home_improvement,1,1,0,1,1,1
CUST101510,24,female,salaried,7.6,54500,703,1,9,1,0,0,15800.0,0.132,0.675,175100.0,65700.0,377500,18,personal,1,1,1,1,1,1
CUST101511,63,male,salaried,5.3,49400,664,3,68,4,0,1,6100.0,0.544,0.186,165500.0,62800.0,55700,18,education,0,1,1,1,1,0
CUST101512,24,male,self_employed,4.9,51300,700,1,20,0,0,2,20000.0,0.503,0.4,86900.0,30100.0,37900,72,vehicle,1,1,1,1,1,1
CUST101513,56,female,salaried,19.0,54800,734,4,90,2,0,2,17400.0,0.634,0.398,295000.0,119300.0,263200,60,home,1,1,1,1,1,1
CUST101514,56,female,salaried,9.0,96500,779,1,21,0,0,3,34800.0,0.556,0.398,207700.0,131600.0,175300,48,personal,1,1,1,1,0,1
CUST101515,41,male,self_employed,11.3,59700,618,2,21,1,0,1,20800.0,0.533,0.492,378000.0,211400.0,205700,24,personal,1,1,1,1,1,0
CUST101516,58,male,salaried,2.9,74100,685,2,30,4,0,1,19100.0,0.559,0.312,336100.0,143700.0,191700,48,vehicle,1,1,1,1,1,0
CUST101517,23,male,contract,9.1,40900,618,0,0,0,0,2,4900.0,0.52,0.202,139300.0,122900.0,160900,48,personal,1,1,1,1,1,0
CUST101518,60,female,salaried,3.5,76000,678,2,34,0,0,0,16800.0,0.459,0.451,70500.0,30000.0,209500,12,vehicle,1,1,0,1,1,0
CUST101519,37,male,salaried,3.6,91700,606,5,58,12,0,0,16300.0,0.281,0.285,43200.0,26800.0,588000,60,business,1,1,1,1,0,0
CUST101520,54,female,salaried,1.8,43600,632,0,0,0,0,2,18200.0,0.167,0.596,240900.0,107600.0,140500,18,consumer,1,1,1,1,0,0
CUST101521,26,male,salaried,12.5,40800,811,7,132,1,0,1,11700.0,0.264,0.451,219800.0,108500.0,120800,18,home_improvement,1,1,1,1,1,1
CUST101522,61,female,salaried,9.0,44900,712,2,42,2,0,1,4100.0,0.325,0.104,117100.0,24200.0,20000,36,vehicle,1,1,1,1,1,1
CUST101523,27,female,self_employed,9.7,48100,693,3,50,4,0,0,14300.0,0.236,0.398,289900.0,70000.0,116800,24,personal,1,1,1,1,1,0
CUST101524,62,male,salaried,4.0,64100,671,3,67,5,0,0,10100.0,0.358,0.185,384800.0,161400.0,125800,72,personal,1,1,1,1,1,1
CUST101525,34,female,salaried,7.6,75700,723,2,37,3,0,0,4200.0,0.554,0.083,472300.0,268400.0,100400,48,medical,1,1,1,1,1,1
CUST101526,45,female,salaried,2.4,30700,670,5,58,7,0,1,5000.0,0.312,0.419,70900.0,14600.0,188700,24,business,1,1,1,1,0,0
CUST101527,51,male,salaried,6.5,41900,679,2,23,1,0,1,17300.0,0.229,0.535,275500.0,150500.0,246100,48,vehicle,1,1,1,1,1,0
CUST101528,49,female,self_employed,22.0,56300,744,3,30,0,0,0,21600.0,0.265,0.458,289800.0,62100.0,150600,36,education,1,1,1,1,1,1
CUST101529,46,female,self_employed,4.3,52100,669,0,0,0,0,0,14700.0,0.392,0.418,82200.0,58300.0,255700,36,personal,1,1,1,1,0,0
CUST101530,63,male,salaried,3.2,61200,753,3,38,1,0,3,3300.0,0.778,0.099,157900.0,60800.0,197600,72,personal,1,1,1,1,0,1
CUST101531,48,female,contract,8.1,154300,753,4,87,1,0,0,34800.0,0.47,0.33,1049400.0,218700.0,970700,60,personal,1,1,1,1,0,1
CUST101532,44,male,self_employed,12.7,66500,693,3,63,6,0,2,1500.0,0.34,0.229,83800.0,51500.0,329900,24,medical,1,1,1,1,0,1
CUST101533,24,male,self_employed,4.8,101900,714,1,16,1,0,1,21100.0,0.259,0.342,242300.0,93000.0,330600,24,personal,1,1,1,1,0,1
CUST101534,31,female,salaried,4.3,22500,655,3,42,3,0,3,2900.0,0.237,0.243,46500.0,20200.0,154400,60,home,1,1,1,1,0,0
CUST101535,41,male,salaried,13.1,25700,654,1,19,1,0,3,3200.0,0.414,0.162,131000.0,57200.0,35000,36,consumer,1,1,1,1,1,0
CUST101536,63,female,salaried,3.8,88900,599,6,55,11,0,3,17100.0,0.479,0.311,582800.0,172400.0,380000,36,home,1,1,1,1,0,0
CUST101537,44,male,salaried,9.0,128300,793,2,34,0,0,2,12100.0,0.428,0.241,716400.0,244200.0,678300,36,medical,1,1,1,1,1,1
CUST101538,23,female,contract,2.8,53500,735,3,35,1,0,2,19200.0,0.333,0.559,73700.0,17200.0,192700,18,home_improvement,1,1,1,1,0,0
CUST101539,30,female,salaried,7.5,28500,665,5,106,9,0,0,800.0,0.831,0.163,146800.0,116600.0,69000,18,education,1,1,1,1,1,0
CUST101540,47,male,salaried,3.3,65300,712,8,91,5,0,1,11600.0,0.476,0.22,329100.0,166400.0,100200,36,business,1,1,1,1,0,1
CUST101541,27,female,business,7.4,43600,696,2,34,2,0,3,10900.0,0.233,0.288,44400.0,24200.0,79700,48,vehicle,1,1,1,1,1,1
CUST101542,62,female,salaried,9.6,42300,678,0,0,0,0,0,12400.0,0.765,0.346,170300.0,37400.0,135400,60,home,1,1,1,1,1,0
CUST101543,30,male,contract,13.1,26100,698,3,35,1,0,2,2200.0,0.117,0.353,163100.0,41300.0,84300,12,vehicle,1,1,1,1,1,1
CUST101544,54,male,self_employed,2.8,141600,724,3,44,1,0,3,18800.0,0.205,0.321,977000.0,430000.0,957900,36,vehicle,0,1,1,1,1,1
CUST101545,54,male,self_employed,4.7,71600,702,3,48,3,0,0,23100.0,0.068,0.432,70900.0,50500.0,375700,48,vehicle,1,1,1,1,0,1
CUST101546,48,male,salaried,4.5,61300,694,5,64,6,0,2,7500.0,0.357,0.189,154500.0,90200.0,293200,72,education,1,1,1,1,0,1
CUST101547,47,female,salaried,7.9,71100,678,3,57,6,0,1,9300.0,0.374,0.349,290700.0,114200.0,559400,36,business,1,1,1,1,1,0
CUST101548,42,female,salaried,4.8,21500,698,1,20,1,0,3,8700.0,0.622,1.137,103800.0,44600.0,94500,6,home,1,1,1,1,1,0
CUST101549,29,male,salaried,3.7,36000,656,5,105,10,0,2,9900.0,0.51,0.669,146200.0,58700.0,170000,12,personal,1,1,1,1,1,0
CUST101550,33,female,business,11.4,83600,684,2,22,0,0,1,19400.0,0.634,0.309,449300.0,275300.0,153700,24,vehicle,1,1,1,1,0,1
CUST101551,41,male,contract,5.8,51800,720,0,0,0,0,1,20400.0,0.548,0.499,97600.0,74800.0,261900,48,vehicle,1,1,1,1,0,0
CUST101552,46,female,salaried,8.9,71000,700,2,19,3,0,2,27300.0,0.179,0.511,174500.0,112800.0,215800,24,personal,1,1,1,1,0,1
CUST101553,59,female,business,12.4,36100,713,4,76,4,0,2,4500.0,0.184,0.63,98000.0,,219000,12,business,1,1,1,1,0,0
CUST101554,54,male,salaried,30.0,69700,780,5,113,2,1,1,19200.0,0.301,0.414,117400.0,60700.0,346700,36,business,1,1,1,1,0,1
CUST101555,65,female,self_employed,13.1,57400,674,3,41,1,0,3,9100.0,0.574,0.243,163000.0,99800.0,290600,60,personal,1,1,1,1,1,0
CUST101556,46,male,self_employed,8.2,76100,641,3,65,4,1,1,27600.0,0.639,0.498,117400.0,46300.0,370800,36,home,1,1,1,1,1,0
CUST101557,41,female,business,5.4,63400,682,0,0,0,0,3,14900.0,0.335,0.476,371300.0,210100.0,367000,24,vehicle,1,1,1,1,1,0
CUST101558,55,female,salaried,4.5,102000,741,1,15,0,0,1,13400.0,0.459,0.185,597700.0,352700.0,262500,48,education,1,1,1,1,1,1
CUST101559,42,male,salaried,2.4,53500,714,0,0,0,0,1,300.0,0.776,0.123,92400.0,40100.0,226400,36,personal,1,1,0,1,0,0
CUST101560,64,female,salaried,3.3,55700,683,3,29,1,0,1,13200.0,0.311,0.353,267200.0,79700.0,231700,36,home,1,1,1,1,0,0
CUST101561,45,male,salaried,,56900,726,6,95,1,0,1,19800.0,0.526,0.368,286100.0,202600.0,40400,36,consumer,1,1,1,1,0,1
CUST101562,49,female,salaried,9.0,93500,603,2,32,4,0,1,6700.0,0.173,0.151,301000.0,85700.0,265900,36,personal,1,1,1,1,0,0
CUST101563,63,female,salaried,7.2,38500,736,2,21,1,0,1,3200.0,0.353,0.227,185600.0,91900.0,198800,36,home,1,1,1,1,1,1
CUST101564,52,male,self_employed,8.6,32600,652,3,30,0,0,3,7700.0,0.564,0.36,219100.0,109500.0,72700,18,home_improvement,1,1,1,1,1,0
CUST101565,37,female,salaried,7.2,48500,636,6,126,12,0,1,9300.0,0.573,0.29,287500.0,132700.0,229400,48,home_improvement,1,1,1,1,1,0
CUST101566,59,female,self_employed,9.3,53200,665,4,71,5,0,1,9200.0,0.212,0.413,333800.0,119500.0,153300,12,business,1,1,1,1,1,0
CUST101567,62,female,business,9.5,60300,698,5,116,4,0,0,16100.0,0.372,0.341,383900.0,293900.0,161200,36,personal,1,1,1,1,1,1
CUST101568,45,female,salaried,13.5,46600,675,1,15,0,0,0,13600.0,0.372,0.344,326100.0,194900.0,174200,72,personal,1,1,1,1,0,0
CUST101569,58,female,contract,9.5,47800,708,0,0,0,0,1,16900.0,0.282,0.426,278800.0,238100.0,249200,72,medical,1,1,1,1,1,1
CUST101570,33,male,salaried,2.2,88600,644,3,31,5,1,0,26000.0,0.053,0.337,493700.0,162800.0,231800,60,consumer,1,1,1,1,1,0
CUST101571,42,male,self_employed,11.2,86800,711,3,60,3,0,2,32100.0,0.335,0.518,289900.0,102800.0,231000,18,vehicle,1,1,1,1,1,1
CUST101572,56,female,salaried,8.9,21700,682,2,15,5,0,2,10500.0,0.68,0.599,0.0,0.0,59800,24,business,1,1,1,1,1,0
CUST101573,29,female,business,7.6,118600,753,1,10,0,0,1,41200.0,0.416,0.55,617100.0,445900.0,432700,18,consumer,1,1,1,1,0,1
CUST101574,58,male,self_employed,6.4,32100,654,1,17,1,0,2,4900.0,0.516,0.291,92800.0,32200.0,159800,36,medical,1,1,1,1,1,0
CUST101575,62,male,contract,12.4,58600,654,1,19,1,0,1,19400.0,0.138,1.46,367300.0,243600.0,397000,6,personal,1,1,1,1,1,0
CUST101576,65,male,contract,16.7,116800,779,2,44,0,0,2,40900.0,0.644,0.439,499700.0,248600.0,750000,72,business,1,1,1,1,0,1
CUST101577,27,female,salaried,24.8,87100,678,3,43,2,0,1,31600.0,0.566,0.732,69300.0,27000.0,385800,12,education,1,1,1,1,0,0
CUST101578,21,male,self_employed,11.9,62500,727,3,39,0,0,3,15400.0,0.231,0.412,223200.0,190000.0,249000,24,vehicle,1,1,1,1,0,1
CUST101579,37,female,salaried,5.9,92800,669,3,55,2,0,4,17900.0,0.617,0.351,184900.0,128700.0,529600,36,education,1,1,1,1,0,1
CUST101580,43,female,self_employed,7.9,32100,610,5,66,4,0,1,12700.0,0.515,0.526,95700.0,76800.0,200300,48,personal,1,1,1,1,0,0
CUST101581,44,male,salaried,1.3,76900,745,3,43,2,0,3,17300.0,0.731,0.369,75300.0,65400.0,400100,36,home,1,1,1,1,0,0
CUST101582,23,male,contract,13.1,70300,724,1,18,2,0,1,13700.0,0.279,0.317,281700.0,238500.0,309300,36,home,1,1,1,1,1,1
CUST101583,50,male,contract,4.3,108900,701,3,56,7,0,1,25800.0,0.328,0.382,571200.0,510100.0,567300,36,personal,1,1,1,1,0,1
